"id","course_id","course_program_name","program_overview_order","program_overview_selected","selected_ids","status","createdOn","updatedOn"
"72","77","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Practical, Use-Case Driven Curriculum: <\/b> Learn to write effective prompts, build AI-powered websites, design content, automate tasks, and create video scripts, email campaigns, and visual assets, all using cutting-edge AI tools like ChatGPT, Claude, Canva AI, Gamma, and Zapier."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Prompt Engineering Mastery: <\/b> Understand the science behind crafting high-performing prompts. From role-based instructions to zero-shot\/few-shot learning, the course explores the art of interacting with AI to get accurate, contextual, and meaningful responses across domains like marketing, writing, design, and sales."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Prompt Engineering Mastery: <\/b> Understand the science behind crafting high-performing prompts. From role-based instructions to zero-shot\/few-shot learning, the course explores the art of interacting with AI to get accurate, contextual, and meaningful responses across domains like marketing, writing, design, and sales."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Real-World Case Studies & Projects: <\/b> Each module includes practical assignments like creating a blog series, designing a brand kit, building an email campaign, or generating a lead-magnet eBook, all designed to help you build a strong, client-ready portfolio."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>AI for Business & Career Growth: <\/b> Learn how to ethically use AI to save time, boost productivity, and drive impact. Get trained in automating workflows, streamlining customer service, designing pitch decks, and tailoring marketing campaigns \u2014 skills valued by startups, freelancers, and agencies alike."",""allowed"":1}]}","""1,2,3,4,5""","A","2024-09-13 17:30:08","2025-04-25 20:04:29"
"73","78","Program Overview",,,,"A","2024-09-13 17:50:31",
"74","79","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Practical, Use-Case Driven Curriculum: <\/b> Learn to write effective prompts, build AI-powered websites, design content, automate tasks, and create video scripts, email campaigns, and visual assets, all using cutting-edge AI tools like ChatGPT, Claude, Canva AI, Gamma, and Zapier."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Prompt Engineering Mastery: <\/b> Understand the science behind crafting high-performing prompts. From role-based instructions to zero-shot\/few-shot learning, the course explores the art of interacting with AI to get accurate, contextual, and meaningful responses across domains like marketing, writing, design, and sales."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b> Live Tool Demonstrations: <\/b> Witness the power of AI tools through live, interactive demos. Whether it\u2019s generating brand creatives with Adobe Firefly, Leonardo AI, creating scripts with Jasper, Claude, or building chatbot workflows via WhatsApp and Slack, you\u2019ll be applying as you learn."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Real-World Case Studies & Projects: <\/b> Each module includes practical assignments like creating a blog series, designing a brand kit, building an email campaign, or generating a lead-magnet eBook, all designed to help you build a strong, client-ready portfolio."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>AI for Business & Career Growth: <\/b> Learn how to ethically use AI to save time, boost productivity, and drive impact. Get trained in automating workflows, streamlining customer service, designing pitch decks, and tailoring marketing campaigns \u2014 skills valued by startups, freelancers, and agencies alike."",""allowed"":1}]}","""1,2,3,4,5""","A","2024-09-13 18:23:22","2025-04-16 18:04:15"
"75","80","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Build a Strong Professional Profile:<\/b> Enhance your career with the skills to work in diverse settings, from startups to large enterprises, and access well-paid freelance or remote opportunities."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Learn In-Demand Skills Without a Technical Degree: <\/b> Gain critical, globally sought-after skills in business analytics across various sectors, no technical degree required."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Flexible Job Opportunities for Career Growth:<\/b> Secure internships, freelance projects, or remote jobs that boost earning potential and allow for personal and professional growth."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Work from Anywhere: <\/b>Enjoy the freedom to work globally on freelance or remote projects, promoting a balanced lifestyle away from traditional office settings."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Master Business Analytics:<\/b> Acquire key skills in data visualization, statistical analysis, and predictive modeling, making you a valuable asset with earnings potential of $40 to $65 per hour."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Accelerated Real-World Learning: <\/b>Complete a curriculum designed to sharpen your business analytics skills within 6 months, preparing you for strategic decision-making roles."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Join a Community of Professionals:<\/b> Become part of a network that has helped over 5,000 individuals secure remote and freelance jobs internationally."",""allowed"":1}]}","""1,2,3,4,5,6,7""","A","2024-09-18 18:38:48","2025-01-10 17:01:24"
"76","81","Program Overview",,,,"A","2024-09-22 06:08:22",
"77","82","Program Overview",,,,"A","2024-09-27 14:04:29",
"78","83","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course allows you to understand International Legal Framework. You will be introduced to the legal principles and regulations governing international contracts, including international trade laws, international conventions, and treaties."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Regardless of your level of expertise and experience, this course will help you explore the basic elements of a contract in an international setting. Identifying and analysing essential contract clauses in international agreements."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course will also help you examine the principles of jurisdiction and choice of law in international contracts, including the application of conflict of laws rules and the significance of international arbitration."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""One of the unique features of this course is that it recognizes and addresses communication styles, and business practices that may impact contract negotiations and drafting when dealing with international parties."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""By the end of the course, you will be proficient in useful techniques for drafting clear, concise, and enforceable international contracts, including the effective use of defined terms, precise language, and avoiding ambiguous or conflicting provisions."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course offers you knowledge of risk management and contractual protections such as understanding risk allocation, liability limitations, indemnification clauses, insurance provisions, and other mechanisms to mitigate potential risks in international transactions."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2024-09-27 14:56:31","2024-09-27 14:09:15"
"79","84","Program Overview",,,,"A","2024-09-27 15:33:01",
"80","85","Program Overview",,,,"A","2024-09-27 15:47:16",
"81","86","Program Overview",,,,"A","2024-09-27 17:42:19",
"82","87","Program Overview",,,,"A","2024-10-10 16:02:16",
"83","88","Program Overview",,,,"A","2024-10-13 18:56:22",
"84","89","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Practical, Use-Case Driven Curriculum: <\/b> Learn to write effective prompts, build AI-powered websites, design content, automate tasks, and create video scripts, email campaigns, and visual assets, all using cutting-edge AI tools like ChatGPT, Claude, Canva AI, Gamma, and Zapier."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Prompt Engineering Mastery: <\/b> Understand the science behind crafting high-performing prompts. From role-based instructions to zero-shot\/few-shot learning, the course explores the art of interacting with AI to get accurate, contextual, and meaningful responses across domains like marketing, writing, design, and sales."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b> Live Tool Demonstrations: <\/b> Witness the power of AI tools through live, interactive demos. Whether it\u2019s generating brand creatives with Adobe Firefly, Leonardo AI, creating scripts with Jasper, Claude, or building chatbot workflows via WhatsApp and Slack, you\u2019ll be applying as you learn."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Real-World Case Studies & Projects: <\/b> Each module includes practical assignments like creating a blog series, designing a brand kit, building an email campaign, or generating a lead-magnet eBook, all designed to help you build a strong, client-ready portfolio."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>AI for Business & Career Growth: <\/b> Learn how to ethically use AI to save time, boost productivity, and drive impact. Get trained in automating workflows, streamlining customer service, designing pitch decks, and tailoring marketing campaigns \u2014 skills valued by startups, freelancers, and agencies alike."",""allowed"":1}]}","""1,2,3,4,5""","A","2024-10-17 14:34:53","2025-04-25 20:04:45"
"85","90","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Individual Profile Assessment: We understand that personal branding is a highly individualized process. Therefore, we conduct a comprehensive assessment of each student's current profile, strengths, and areas for improvement. This assessment forms the basis for personalized guidance and recommendations throughout the course."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Guided Approach: Our course is not a one-time event but a continuous journey. We provide ongoing support and guidance as students progress through their personal brand-building process. Our experienced instructors are available to answer questions, provide feedback, and offer personalized advice tailored to each student's unique goals and circumstances."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Holistic Approach: Personal branding extends beyond mere online presence. We take a holistic approach that encompasses both online and offline aspects of personal branding. Our curriculum covers topics such as public speaking, networking, professional image, and reputation management, ensuring that students develop a well-rounded personal brand that resonates in all aspects of their professional lives."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Building Thought Leadership: Thought leadership is a crucial aspect of personal branding for corporate leaders. We dedicate a significant portion of our course to developing thought leadership skills. Students will learn how to identify their areas of expertise, create compelling content, and position themselves as industry experts through public speaking engagements, writing articles, participating in industry events, and leveraging social media platforms."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Managing Digital Presence: In today's digital world, online reputation plays a critical role in personal branding. We offer comprehensive guidance on managing and enhancing one's online reputation. Students will learn effective strategies to build a positive online presence, handle online criticism or negative reviews, and leverage social media platforms for professional networking and personal brand promotion."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Networking Strategies: Networking is an essential component of personal branding for leaders. We provide practical techniques and frameworks to help students build meaningful professional relationships and expand their networks. Students will learn how to leverage networking opportunities, both online and offline, to enhance their personal brand, establish connections with influential individuals, and create opportunities for career advancement."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2024-10-17 14:52:43","2024-10-17 14:10:35"
"86","91","Program Overview",,,,"A","2024-10-17 17:34:22",
"87","92","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""NCA assesses the qualifications of all internationally trained lawyers and legal graduates."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""NCA qualification is essential for anyone who wants to be a lawyer in Canada. It demonstrates that you have the knowledge and skills necessary to be a successful lawyer in the Canadian legal system."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage offers a variety of resources and support to help students succeed in the NCA process. These resources include live online classes,mock practice exams, and one-on-one tutoring."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage offers competitive pricing for its NCA preparation courses."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage offers a variety of learning options,such as relevant material for all the subjects. This allows students to learn at their own pace and in a way that best suits their needs."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage's NCA preparation materials are created by experts. These materials are designed to help students learn the material and prepare for the exams."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage's NCA preparation team is available to provide students with personalised support. This support includes mentoring, counselling, and giving a roadmap to students."",""allowed"":1}]}","""1,2,3,4,5,6,7""","A","2024-10-17 17:48:54","2024-10-17 17:10:17"
"88","93","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Barrister and Solicitor is the ultimate step to enter into the Canadian Legal system as a Lawyer after obtaining the Certificate of Qualification from the Federation of Law Societies of Canada after qualifying the National Committee of Accreditation."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Passing the Barrister solicitor exam is essential for anyone who wants to be a Licensed lawyer in Canada. It demonstrates that you have the required skills and ethics necessary to be successfully called to the Bar Society."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage offers a variety of resources and support to help students succeed in the Ontario Barrister and Solicitor exam. These resources include live online classes, mock practice exams, and one-on-one counselling."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage offers a variety of learning options, such as relevant material for all the subjects. This allows students to learn at their own pace and in a way that best suits their needs."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrge's Ontario Barrister and Solicitor preparation materials are created by experts. These materials are designed to help students learn the material and prepare for the exams."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""SkillArbitrage's Ontario Barrister and Solicitor preparation team is available to provide students with personalised support. This support includes mentoring, counselling, and giving a roadmap to students."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""We are India\u2019s first legal education company that is going to train students to take the LSO\u2019s Barrister and Solicitor examination."",""allowed"":1}]}","""1,2,3,4,5,6,7""","A","2024-10-17 19:52:12","2024-10-17 19:10:10"
"89","94","Program Overview",,,,"A","2024-10-17 20:17:46",
"90","95","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course allows you to understand International Legal Framework. You will be introduced to the legal principles and regulations governing international contracts, including international trade laws, international conventions, and treaties."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Regardless of your level of expertise and experience, this course will help you explore the basic elements of a contract in an international setting. Identifying and analysing essential contract clauses in international agreements."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course will also help you examine the principles of jurisdiction and choice of law in international contracts, including the application of conflict of laws rules and the significance of international arbitration."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""One of the unique features of this course is that it recognizes and addresses communication styles, and business practices that may impact contract negotiations and drafting when dealing with international parties."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""By the end of the course, you will be proficient in useful techniques for drafting clear, concise, and enforceable international contracts, including the effective use of defined terms, precise language, and avoiding ambiguous or conflicting provisions."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course offers you knowledge of risk management and contractual protections such as understanding risk allocation, liability limitations, indemnification clauses, insurance provisions, and other mechanisms to mitigate potential risks in international transactions."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2024-10-18 14:32:40","2024-10-18 14:10:02"
"91","96","Program Overview",,,,"A","2024-10-20 11:38:07",
"92","97","Key Highlights","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Secure Global Nursing Opportunities:<\/b>  By passing the NCLEX exam, you\nopen doors to a multitude of job opportunities in nursing in the USA, Canada\nand Australia!"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Unlock Flexible Job Options:<\/b>  As a licensed nurse abroad, you can explore\nvarious nursing job types, offering a flexible career, good working conditions\nand work-life balance."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Expert Instructors and Guest Lectures:<\/b> \u00a0Learn from experienced and\nknowledgeable professional nurses who have expertise in preparing students\nfor the exam. They themselves have also given the exam before and excelled."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Master Essential Nursing Skills:<\/b>  Develop key nursing skills such as patient\nsafety, nursing regulations, and clinical reasoning, all vital for passing the\nNCLEX exam."",""allowed"":1}]}","""1,2,3,4""","A","2024-11-08 18:44:26","2024-11-09 14:11:36"
"93","98","Key Highlights","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Access Global Opportunities:<\/b>  A high IELTS score opens doors for studying abroad, securing job roles, and migrating to countries like the UK, Australia, and Canada."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Expert Instructors and Personalized Feedback:<\/b>  Learn from experienced instructors who have guided hundreds of students to achieve top IELTS scores."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Comprehensive Skill Development:<\/b>  Master the essential skills of listening, reading, writing, and speaking English, crucial for achieving a high IELTS score."",""allowed"":1}]}","""1,2,3""","A","2024-11-08 19:08:04","2024-11-09 14:11:21"
"94","99","Key Highlights","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Streamlined Visa Guidance:<\/b>  Step-by-step assistance for understanding and completing visa applications, including documentation, interview preparation, and legal requirements."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Expert Job Search Strategies:<\/b>  Learn how to effectively market your nursing skills, prepare a standout resume, and leverage online job portals and networking for international opportunities."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Global Nursing Demand Insight:<\/b>  Gain a deep understanding of the nursing job market trends and high-demand roles in countries like the USA, Australia, and Canada."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Personalized Support:<\/b>  Access to one-on-one sessions with visa experts and career counselors for tailored advice based on your profile and target country."",""allowed"":1}]}","""1,2,3,4""","A","2024-11-08 19:53:25","2024-11-09 14:11:58"
"95","100","Program Overview",,,,"A","2024-11-22 13:22:25",
"96","101","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Mentorship towards building online presence as a paralegal through various freelancing platforms as well as through sources such as LinkedIn, Twitter, etc."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Additional readings will be circulated along with online reading material on concepts discussed during sessions."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""We do not teach case laws and sections of specific acts or statutes in this course beyond passing references where you need to know. Focus is on practical skills so you can do real legal work that is done by paralegals in law firms, lawyer\u2019s chambers, legal departments in MNCs and over freelancing platforms. For that, whatever you need to learn, we will teach you."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Learn practical insights from industry experts, some of them with decades of experience, and get your doubts cleared on the spot."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Live online guest sessions by experienced international practitioners. Anecdotal discussions also take place regarding their specific field of expertise."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Simulation exercises and assignments based on transactions that a paralegal would be dealing with on a day to day basis."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get internships, freelance work and jobs based on your outstanding drafting skills."",""allowed"":1},{""refId"":8,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get access to 100+ high quality templates that you can actually use to work with clients"",""allowed"":1},{""refId"":9,""icon"":""key-highlights-1672896291.svg"",""txt"":""Lawyers who are struggling to earn well or get a well-paid job, this course can really help you and rapidly change your earning potential."",""allowed"":1}]}","""1,2,3,4,5,6,7,8,9""","A","2024-11-22 14:34:47","2024-11-22 15:11:22"
"97","102","Program Overview",,,,"A","2024-12-06 11:16:19",
"98","103","Program Overview",,,,"A","2024-12-06 11:42:38",
"99","104","Program Overview",,,,"A","2024-12-06 13:15:53",
"100","105","Program Overview",,,,"A","2024-12-19 17:58:45",
"101","106","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course is designed to support internationally educated nurses (IENs) as they transition to working in the Canadian healthcare system. The goal is to provide them with the knowledge, skills, and strategies needed to navigate cultural differences, adjust to Canadian workplace norms, and integrate successfully into their new roles and teams. The course emphasizes cultural competency, communication skills, and the unique aspects of working in Canada\u2019s diverse healthcare environment."",""allowed"":1}]}","""1""","P","2024-12-22 14:23:15","2024-12-22 14:12:29"
"102","107","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Build Modern, Feature-Rich Android Apps\n Learn to design and develop intuitive, high-performance Android applications using Kotlin and Jetpack Compose, Google's latest toolkit for building native UIs."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Accelerate Your Career in Mobile Development\n Acquire industry-relevant skills and knowledge to land top-paying roles as an Android developer in startups, tech giants, or as a freelancer."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Master Jetpack Compose for UI Development\n Understand how to leverage Jetpack Compose for building dynamic, reactive, and maintainable UIs without XML."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Learn the Latest Best Practices\n Stay ahead with cutting-edge practices in mobile app architecture, state management, and performance optimization using Kotlin and Jetpack libraries."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Hands-On Learning with Real-World Projects\n Work on multiple capstone projects to showcase your skills, including feature implementation, API integration, and modern app architecture."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Flexible Job Opportunities\n Expand your career options with skills that are in global demand, whether as a full-time developer or freelancer, offering flexibility and high earning potential."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2025-01-08 14:14:34","2025-01-08 14:01:21"
"103","108","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Build Modern, Feature-Rich iOS Apps\n Learn to design and develop high-performance iOS applications using Swift and SwiftUI, Apple's powerful and intuitive development toolkit."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Accelerate Your Career in Mobile Development\n Gain the skills and expertise to secure top-paying roles as an iOS developer in leading tech companies or as a freelancer."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Master SwiftUI for UI Development\n Learn how to build dynamic, reactive, and maintainable UIs using the declarative syntax of SwiftUI."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Learn the Latest iOS Development Practices\n Understand best practices for app architecture, state management, and performance optimization using Swift and Apple\u2019s ecosystem of tools."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Hands-On Learning with Real-World Projects\n Apply your knowledge to real-world projects to gain practical experience and build a robust portfolio."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Flexible Job Opportunities\n Position yourself for a global career as a full-time iOS developer or freelancer with skills that are in demand worldwide."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2025-01-08 14:59:09","2025-01-08 15:01:51"
"104","109","Course Description","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This is a practical, zero-fluff training ground for sales managers, team leads, and reps ready to take control of revenue. It is built for people who are tired of sales theory and want to fix what is actually broken. "",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Missed targets, low-performing reps, dashboards that lie, hiring that does not work, and training that no one follows."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""We teach you what top sales leaders know but most never document: how to build a machine that sells every day without depending on a few star performers, or burning your team out."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""If you are managing a sales team, hiring one, scaling one, or planning to take one global, this course is for you."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""We regularly update the syllabus based on real-time market trends, evolving tools, and loopholes observed in real-world sales environments."",""allowed"":1}]}","""1,2,3,4,5""","A","2025-01-08 15:32:47","2025-06-21 13:06:51"
"105","110","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""The course is designed to accommodate the schedules of busy legal professionals. Classes are held after regular work hours, allowing participants to balance their professional commitments with their learning objectives."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course offers a specialized curriculum focusing on the intersection of AI and law. It provides in-depth knowledge and practical skills required to effectively integrate AI into legal practice."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""The course instils a mindset of continuous learning and adaptation. Participants gain the skills to stay updated on the latest trends and advancements in AI, ensuring that their legal practice remains competitive and innovative in the evolving landscape."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Participants receive personalized attention from instructors and trainers. They have the opportunity to ask questions, seek clarification, and receive detailed feedback on their assignments, creating a supportive learning environment."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Through live online classes and in-class assignments, participants engage in hands-on learning experiences. This approach ensures that theoretical knowledge is applied in practical contexts, enhancing comprehension and retention."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""The course empowers participants to immediately apply their acquired skills in real-world scenarios. This includes tasks such as contract drafting, legal research optimization, and more, enabling them to add immediate value to their legal practice. For participants with advanced legal skills, the course opens avenues for remote freelance work in areas such as contract drafting, human resources, and international business clients. "",""allowed"":1},{""refId"":8,""icon"":""key-highlights-1672896291.svg"",""txt"":""Learn from active practitioners in the field."",""allowed"":1},{""refId"":9,""icon"":""key-highlights-1672896291.svg"",""txt"":""Learn practical insights from industry experts, some of them with decades of experience, and get your doubts cleared on the spot."",""allowed"":1},{""refId"":10,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get internships, freelance work and jobs based on your outstanding skills and track record you build while studying with us"",""allowed"":1},{""refId"":11,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get access to 200+ high quality templates that you can actually use to work with clients"",""allowed"":1},{""refId"":15,""icon"":""key-highlights-1672896291.svg"",""txt"":""Many of these skills are internationally relevant so doing this course has opened doors for doing international freelance work for many people, especially when combined with our courses like US Corporate Law or International Business Laws."",""allowed"":1}]}","""1,2,4,5,6,7,8,9,10,11,15""","A","2025-02-05 17:24:29","2026-01-31 16:01:21"
